Unnamed: 0,id,title,content,date,time,slug,category,assets,timestamp,links
2832,2202,"Container ship attacked, boarded, AIS is off, Gulf of Guinea ","Container ship CONTSHIP NEW was attacked and according to Dryad, boarded, at 0900 UTC Apr 23 in Gulf of Guinea 130 nm NW of Sao Tome island, Sao Tome and Principe. The ship’s en route from Port Owendo Gabon to Lome, Togo. Ship’s latest available AIS dated 0700 UTC Apr 22, she was under way shortly after leaving Owendo.",2021-04-23,12:41:34,container-ship-attacked-boarded-ais-is-off-gulf-of-guinea,Maritime Security,"[{'id': '1465', 'attributes': {'assetId': 757899, 'assetName': 'CONTSHIP NEW', 'assetType': 'vessel'}}]",2021-04-23 12:41:34+00:00,[]
